"id","player_id","attribute_id","att_type","attribute_value","att_text","display","sort_order",
"1","109","98","text","1","","","",
"2","109","99","text","1","","","",
"3","109","100","text","1","","","",
"4","109","101","text","1","","","",
"5","110","98","text","","","","",
"6","110","99","text","","","","",
"7","110","100","text","","","","",
"8","110","101","text","","","","",
